File /home/krishna/.selected_editor is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/bl/LICENSE.md is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/bl/bl.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/universalify/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/universalify/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/universalify/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ini/ini.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ini/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ini/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/headless/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/headless/lib-headless/xterm-headless.mjs.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/headless/lib-headless/xterm-headless.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/headless/lib-headless/xterm-headless.mjs is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-clipboard/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-clipboard/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-clipboard/lib/addon-clipboard.mjs is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-clipboard/lib/addon-clipboard.mjs.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-clipboard/lib/addon-clipboard.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-unicode11/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-unicode11/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-unicode11/lib/addon-unicode11.mjs is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-unicode11/lib/addon-unicode11.mjs.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-unicode11/lib/addon-unicode11.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-serialize/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-serialize/lib/addon-serialize.mjs.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-serialize/lib/addon-serialize.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-serialize/lib/addon-serialize.mjs is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-search/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-search/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-search/lib/addon-search.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-search/lib/addon-search.mjs.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-search/lib/addon-search.mjs is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-webgl/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-webgl/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-webgl/lib/addon-webgl.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-webgl/lib/addon-webgl.mjs is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-webgl/lib/addon-webgl.mjs.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/out/SixelHandler.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/out/IIPHandler.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/out/IIPMetrics.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/out/ImageStorage.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/out/IIPHeaderParser.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/out/IIPHeaderParser.test.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/out/ImageAddon.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/out/IIPMetrics.test.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/out/Types.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/out/ImageRenderer.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/lib/addon-image.mjs is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/lib/addon-image.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/lib/addon-image.js.LICENSE.txt is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/addon-image/lib/addon-image.mjs.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/xterm/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/xterm/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/xterm/css/xterm.css is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/xterm/lib/xterm.mjs is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/xterm/lib/xterm.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/@xterm/xterm/lib/xterm.mjs.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/proxy-from-env/test.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/proxy-from-env/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/proxy-from-env/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/proxy-from-env/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/js-base64/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/js-base64/base64.mjs is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/js-base64/base64.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/js-base64/LICENSE.md is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/js-base64/base64.d.mts is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/chownr/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/chownr/chownr.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/chownr/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/socks-proxy-agent/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/socks-proxy-agent/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/socks-proxy-agent/dist/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/socks-proxy-agent/dist/index.d.ts.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/common.d.ts.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/common.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/ip-address.d.ts.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/v4/constants.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/v4/constants.d.ts.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/ipv4.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/ipv4.d.ts.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/ipv6.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/ipv6.d.ts.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/address-error.d.ts.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/v6/regular-expressions.d.ts.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/v6/constants.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/v6/helpers.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/v6/constants.d.ts.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/v6/helpers.d.ts.map is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/v6/regular-expressions.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/address-error.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ip-address/dist/ip-address.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ms/license.md is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ms/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/ms/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/kerberos/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/kerberos/build/Release/kerberos.node is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/kerberos/build/Release/obj.target/kerberos.node is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/kerberos/LICENSE is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/kerberos/HISTORY.md is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/kerberos/lib/kerberos.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/kerberos/lib/auth_processes/mongodb.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/kerberos/lib/util.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/kerberos/lib/index.js is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/http-proxy-agent/package.json is unchanged, skipping backup.
File /home/krishna/.vscode-server/bin/f1a4fb101478ce6ec82fe9627c43efbf9e98c813/node_modules/http-proxy-agent/LICENSE is unchanged, skipping backup.
